GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Fedora Repository RSS Module,org.fcrepo.syndication,RSSPublisher.new Function() {...},4,44,0,0,2,11,0,2,0,2
Fedora Repository RSS Module,org.fcrepo.syndication,RSSPublisher,9,90,1,1,2,18,1,6,0,6
Fedora Repository RSS Module,org.fcrepo.syndication,RssResources,30,3,2,0,5,1,2,1,1,1
