GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Fedora Repository Authorization Commons Module,org.fcrepo.auth.common,BypassSecurityServletAuthenticationProvider.AnonymousAdminSecurityContext,14,0,0,0,7,0,5,0,5,0
Fedora Repository Authorization Commons Module,org.fcrepo.auth.common,BypassSecurityServletAuthenticationProvider,15,0,2,0,6,0,3,0,2,0
Fedora Repository Authorization Commons Module,org.fcrepo.auth.common,FedoraUserSecurityContext,37,115,10,18,11,31,10,12,1,7
Fedora Repository Authorization Commons Module,org.fcrepo.auth.common,DelegateHeaderPrincipalProvider,14,25,2,2,2,8,2,2,0,2
Fedora Repository Authorization Commons Module,org.fcrepo.auth.common,HttpHeaderPrincipalProvider.HttpHeaderPrincipal,17,16,3,1,6,6,4,3,2,3
Fedora Repository Authorization Commons Module,org.fcrepo.auth.common,HttpHeaderPrincipalProvider,15,101,4,8,6,24,4,7,0,5
Fedora Repository Authorization Commons Module,org.fcrepo.auth.common,ContainerRolesPrincipalProvider.ContainerRolesPrincipal,33,0,4,0,11,0,7,0,5,0
Fedora Repository Authorization Commons Module,org.fcrepo.auth.common,FedoraAdminSecurityContext,31,0,2,0,11,0,7,0,6,0
Fedora Repository Authorization Commons Module,org.fcrepo.auth.common,ContainerRolesPrincipalProvider,26,53,4,6,8,18,4,5,0,4
Fedora Repository Authorization Commons Module,org.fcrepo.auth.common,ServletContainerAuthenticationProvider,27,185,5,17,8,52,6,15,1,9
